column,mean_similarity,LLM,method
Function Name,0.2082687566677729,deepseek,levenshtein
Function Output,0.5224229055767258,deepseek,levenshtein
Join,0.8234126965204874,deepseek,levenshtein
Ontology Property,1.0,deepseek,levenshtein
Rel. Entity Class,0.3738834328121609,deepseek,levenshtein
Subject Generation,0.1474351253021847,deepseek,levenshtein
CSV Column,1.0,gpt4o,levenshtein
Datatype,0.7195628237995235,gpt4o,levenshtein
Entity Class,0.8844717253338207,gpt4o,levenshtein
Function Name,0.2171252171198527,gpt4o,levenshtein
Function Output,0.5808113765987483,gpt4o,levenshtein
Join,0.8372204303741455,gpt4o,levenshtein
Ontology Property,1.0,gpt4o,levenshtein
Rel. Entity Class,0.7047057714727191,gpt4o,levenshtein
Subject Generation,0.6270809363235127,gpt4o,levenshtein
CSV Column,0.9466456571354668,gpt4o,max
Datatype,0.7699602037066161,gpt4o,max
Entity Class,0.8759425845787381,gpt4o,max
Function Name,0.2171252171198527,gpt4o,max
Function Output,0.5863181582341591,gpt4o,max
Join,0.4789808330436547,gpt4o,max
Ontology Property,0.9688181390967032,gpt4o,max
Rel. Entity Class,0.5272838643027676,gpt4o,max
Subject Generation,0.6301977673815156,gpt4o,max
CSV Column,1.0,gpt4o,bert
Datatype,0.6553030303030303,gpt4o,bert
Entity Class,0.7550821271751503,gpt4o,bert
Function Name,0.0,gpt4o,bert
Function Output,0.1673690129223726,gpt4o,bert
Join,0.349798893916541,gpt4o,bert
Ontology Property,1.0,gpt4o,bert
Rel. Entity Class,0.6666666666666666,gpt4o,bert
Subject Generation,0.5746943115364168,gpt4o,bert
CSV Column,1.0,gpt4o,bert_lexical
Datatype,0.7195628237995235,gpt4o,bert_lexical
Entity Class,0.8844717253338207,gpt4o,bert_lexical
Function Name,0.2171252171198527,gpt4o,bert_lexical
Function Output,0.5808113765987483,gpt4o,bert_lexical
Join,0.8372204303741455,gpt4o,bert_lexical
Ontology Property,1.0,gpt4o,bert_lexical
Rel. Entity Class,0.7047057714727191,gpt4o,bert_lexical
Subject Generation,0.6270809363235127,gpt4o,bert_lexical
CSV Column,0.8185954492372524,o1,max
Datatype,0.5132637656568779,o1,max
Entity Class,0.7341192737221718,o1,max
Function Name,0.185503257645501,o1,max
Function Output,0.378960604600711,o1,max
Join,0.6483007768789927,o1,max
Ontology Property,0.9065651620427768,o1,max
Rel. Entity Class,0.4299815740398686,o1,max
Subject Generation,0.3347619508302171,o1,max
CSV Column,0.7685285726500132,o1,bert
Datatype,0.4787362646214321,o1,bert
Entity Class,0.4653977458608068,o1,bert
Function Name,0.0,o1,bert
Function Output,0.3028082348985766,o1,bert
Join,0.2884357762017336,o1,bert
Ontology Property,0.9495867768595042,o1,bert
Rel. Entity Class,0.1986044207780088,o1,bert
Subject Generation,0.1609448382552173,o1,bert
CSV Column,0.863894030903325,o1,levenshtein
Datatype,0.569016026400707,o1,levenshtein
Entity Class,0.7753310315310955,o1,levenshtein
Function Name,0.185503257645501,o1,levenshtein
Function Output,0.3838265860246287,o1,levenshtein
Join,0.6483007768789927,o1,levenshtein
Ontology Property,0.9568998246933474,o1,levenshtein
Rel. Entity Class,0.4877753245710122,o1,levenshtein
Subject Generation,0.3222634487531401,o1,levenshtein
CSV Column,0.863894030903325,o1,bert_lexical
Datatype,0.569016026400707,o1,bert_lexical
Entity Class,0.7753310315310955,o1,bert_lexical
Function Name,0.185503257645501,o1,bert_lexical
Function Output,0.3838265860246287,o1,bert_lexical
Join,0.6483007768789927,o1,bert_lexical
Ontology Property,0.9568998246933474,o1,bert_lexical
Rel. Entity Class,0.4877753245710122,o1,bert_lexical
Subject Generation,0.3222634487531401,o1,bert_lexical
CSV Column,1.0,llama,bert
Datatype,0.6856060606060606,llama,bert
Entity Class,0.4906488859977232,llama,bert
Function Name,0.0,llama,bert
Function Output,0.0412754022437816,llama,bert
Join,0.0318181818181818,llama,bert
Ontology Property,1.0,llama,bert
Rel. Entity Class,0.3333333333333333,llama,bert
Subject Generation,0.3125,llama,bert
CSV Column,1.0,llama,bert_lexical
Datatype,0.7271470332687552,llama,bert_lexical
Entity Class,0.7074004465883429,llama,bert_lexical
Function Name,0.0306193275998036,llama,bert_lexical
Function Output,0.2180618278004906,llama,bert_lexical
Join,0.1220025062561035,llama,bert_lexical
Ontology Property,1.0,llama,bert_lexical
Rel. Entity Class,0.4089220762252807,llama,bert_lexical
Subject Generation,0.679023265838623,llama,bert_lexical
CSV Column,0.9682539682539684,llama,max
Datatype,0.7475550536705989,llama,max
Entity Class,0.7038406681532812,llama,max
Function Name,0.0327578773722052,llama,max
Function Output,0.2081827993382408,llama,max
Join,0.1190449548490119,llama,max
Ontology Property,0.9646983462167374,llama,max
Rel. Entity Class,0.3547543063759804,llama,max
Subject Generation,0.679023265838623,llama,max
CSV Column,1.0,llama,levenshtein
Datatype,0.7271470332687552,llama,levenshtein
Entity Class,0.7074004465883429,llama,levenshtein
Function Name,0.0306193275998036,llama,levenshtein
Function Output,0.2180618278004906,llama,levenshtein
Join,0.1220025062561035,llama,levenshtein
Ontology Property,1.0,llama,levenshtein
Rel. Entity Class,0.4089220762252807,llama,levenshtein
Subject Generation,0.679023265838623,llama,levenshtein
